SEQID	qualifiers_product_list	number_product
PAW76169.barcode69	melanin	2
PAW76169.barcode69	phenazine	1
PAW76169.barcode69	terpene	5
PAW76169.barcode69	terpene-precursor	3
PAW76169.barcode70	NI-siderophore	1
PAW76169.barcode70	NRP-metallophore	1
PAW76169.barcode70	NRPS	1
PAW76169.barcode70	NRPS-like	1
PAW76169.barcode70	RiPP-like	2
PAW76169.barcode70	azole-containing-RiPP	1
PAW76169.barcode70	betalactone	2
PAW76169.barcode70	lassopeptide	1
PAW76169.barcode70	terpene	1
PAW76169.barcode70	terpene-precursor	1
PAW76169.barcode71	NI-siderophore	2
PAW76169.barcode71	NRPS	9
PAW76169.barcode71	NRPS-like	5
PAW76169.barcode71	PKS-like	1
PAW76169.barcode71	RRE-containing	1
PAW76169.barcode71	RiPP-like	2
PAW76169.barcode71	T1PKS	4
PAW76169.barcode71	T3PKS	1
PAW76169.barcode71	arylpolyene	1
PAW76169.barcode71	azole-containing-RiPP	2
PAW76169.barcode71	ectoine	1
PAW76169.barcode71	lanthipeptide-class-ii	1
PAW76169.barcode71	lanthipeptide-class-iii	1
PAW76169.barcode71	terpene	4
PAW76169.barcode71	terpene-precursor	2
PAW76169.barcode71	transAT-PKS	1
PAW76169.barcode72	NAPAA	1
PAW76169.barcode72	NI-siderophore	2
PAW76169.barcode72	NRP-metallophore	1
PAW76169.barcode72	NRPS	13
PAW76169.barcode72	NRPS-like	8
PAW76169.barcode72	PKS-like	1
PAW76169.barcode72	RRE-containing	1
PAW76169.barcode72	RiPP-like	5
PAW76169.barcode72	T1PKS	5
PAW76169.barcode72	T2PKS	2
PAW76169.barcode72	T3PKS	5
PAW76169.barcode72	atropopeptide	1
PAW76169.barcode72	butyrolactone	2
PAW76169.barcode72	crocagin	1
PAW76169.barcode72	deazapurine	1
PAW76169.barcode72	ectoine	1
PAW76169.barcode72	guanidinotides	1
PAW76169.barcode72	hglE-KS	1
PAW76169.barcode72	hydrogen-cyanide	1
PAW76169.barcode72	lanthipeptide-class-i	1
PAW76169.barcode72	lanthipeptide-class-ii	1
PAW76169.barcode72	lanthipeptide-class-iii	1
PAW76169.barcode72	lanthipeptide-class-iv	1
PAW76169.barcode72	melanin	1
PAW76169.barcode72	other	1
PAW76169.barcode72	phenazine	1
PAW76169.barcode72	prodigiosin	1
PAW76169.barcode72	redox-cofactor	1
PAW76169.barcode72	terpene	9
PAW76169.barcode72	terpene-precursor	5
PAW76169.barcode72	transAT-PKS	1
PAW76169.barcode72	transAT-PKS-like	1
PAW76169.barcode73	CDPS	2
PAW76169.barcode73	HR-T2PKS	1
PAW76169.barcode73	NAPAA	1
PAW76169.barcode73	NI-siderophore	3
PAW76169.barcode73	NRPS	3
PAW76169.barcode73	NRPS-like	3
PAW76169.barcode73	PKS-like	2
PAW76169.barcode73	RiPP-like	2
PAW76169.barcode73	T1PKS	3
PAW76169.barcode73	T2PKS	3
PAW76169.barcode73	T3PKS	1
PAW76169.barcode73	amglyccycl	1
PAW76169.barcode73	azole-containing-RiPP	2
PAW76169.barcode73	blactam	1
PAW76169.barcode73	butyrolactone	2
PAW76169.barcode73	hglE-KS	1
PAW76169.barcode73	hydrogen-cyanide	1
PAW76169.barcode73	indole	1
PAW76169.barcode73	lanthipeptide-class-iii	1
PAW76169.barcode73	melanin	1
PAW76169.barcode73	other	1
PAW76169.barcode73	terpene	6
PAW76169.barcode73	terpene-precursor	2
PAW76169.barcode73	triceptide	1
PAW76169.barcode74	NRP-metallophore	1
PAW76169.barcode74	NRPS	12
PAW76169.barcode74	NRPS-like	2
PAW76169.barcode74	RRE-containing	2
PAW76169.barcode74	T1PKS	1
PAW76169.barcode74	betalactone	1
PAW76169.barcode74	cyclic-lactone-autoinducer	3
PAW76169.barcode74	darobactin	1
PAW76169.barcode74	lanthipeptide-class-i	1
PAW76169.barcode74	lassopeptide	1
PAW76169.barcode74	proteusin	1
PAW76169.barcode74	terpene-precursor	2
PAW76169.barcode74	transAT-PKS	3
PAW76169.barcode75	NAPAA	2
PAW76169.barcode75	NI-siderophore	3
PAW76169.barcode75	NRP-metallophore	1
PAW76169.barcode75	NRPS	8
PAW76169.barcode75	NRPS-like	2
PAW76169.barcode75	RiPP-like	4
PAW76169.barcode75	T1PKS	1
PAW76169.barcode75	T2PKS	1
PAW76169.barcode75	T3PKS	1
PAW76169.barcode75	azole-containing-RiPP	1
PAW76169.barcode75	azoxy-crosslink	1
PAW76169.barcode75	betalactone	2
PAW76169.barcode75	blactam	1
PAW76169.barcode75	butyrolactone	1
PAW76169.barcode75	ectoine	1
PAW76169.barcode75	hydrogen-cyanide	1
PAW76169.barcode75	lanthipeptide-class-ii	1
PAW76169.barcode75	lanthipeptide-class-iii	1
PAW76169.barcode75	melanin	2
PAW76169.barcode75	nucleoside	1
PAW76169.barcode75	other	1
PAW76169.barcode75	redox-cofactor	1
PAW76169.barcode75	terpene	5
PAW76169.barcode75	terpene-precursor	2
PAW76169.barcode75	triceptide	1
PAW76169.barcode76	terpene-precursor	1
PAW76169.barcode77	CDPS	1
PAW76169.barcode77	HR-T2PKS	1
PAW76169.barcode77	NAPAA	1
PAW76169.barcode77	NI-siderophore	1
PAW76169.barcode77	NRP-metallophore	1
PAW76169.barcode77	NRPS	8
PAW76169.barcode77	NRPS-like	3
PAW76169.barcode77	PKS-like	1
PAW76169.barcode77	RRE-containing	1
PAW76169.barcode77	RiPP-like	3
PAW76169.barcode77	T2PKS	1
PAW76169.barcode77	T3PKS	2
PAW76169.barcode77	atropopeptide	1
PAW76169.barcode77	azole-containing-RiPP	2
PAW76169.barcode77	betalactone	1
PAW76169.barcode77	butyrolactone	2
PAW76169.barcode77	ectoine	2
PAW76169.barcode77	furan	1
PAW76169.barcode77	hydrogen-cyanide	1
PAW76169.barcode77	indole	1
PAW76169.barcode77	lanthipeptide-class-i	1
PAW76169.barcode77	lanthipeptide-class-ii	1
PAW76169.barcode77	lanthipeptide-class-iii	1
PAW76169.barcode77	melanin	2
PAW76169.barcode77	nucleoside	1
PAW76169.barcode77	oligosaccharide	1
PAW76169.barcode77	other	1
PAW76169.barcode77	phenazine	1
PAW76169.barcode77	phosphonate	2
PAW76169.barcode77	terpene	6
PAW76169.barcode77	terpene-precursor	3
PAW76169.barcode77	thioamide-NRP	1
PAW76169.barcode78	terpene-precursor	1
PAW76169.barcode79	NI-siderophore	1
PAW76169.barcode79	NRP-metallophore	1
PAW76169.barcode79	NRPS	4
PAW76169.barcode79	RiPP-like	2
PAW76169.barcode79	T1PKS	1
PAW76169.barcode79	azole-containing-RiPP	1
PAW76169.barcode79	betalactone	1
PAW76169.barcode79	lanthipeptide-class-ii	1
PAW76169.barcode79	lassopeptide	1
PAW76169.barcode79	terpene	1
PAW76169.barcode79	terpene-precursor	1
PAW76169.barcode80	NAPAA	2
PAW76169.barcode80	NI-siderophore	1
PAW76169.barcode80	NRP-metallophore	1
PAW76169.barcode80	NRPS	15
PAW76169.barcode80	NRPS-like	6
PAW76169.barcode80	RiPP-like	4
PAW76169.barcode80	T1PKS	5
PAW76169.barcode80	T2PKS	2
PAW76169.barcode80	T3PKS	2
PAW76169.barcode80	arylpolyene	1
PAW76169.barcode80	atropopeptide	1
PAW76169.barcode80	butyrolactone	1
PAW76169.barcode80	ectoine	1
PAW76169.barcode80	hydrogen-cyanide	1
PAW76169.barcode80	lanthipeptide-class-i	1
PAW76169.barcode80	terpene	4
PAW76169.barcode80	terpene-precursor	4
PAW76169.barcode80	transAT-PKS-like	1
PAW76169.barcode81	CDPS	1
PAW76169.barcode81	NAPAA	2
PAW76169.barcode81	NI-siderophore	2
PAW76169.barcode81	NRPS	8
PAW76169.barcode81	NRPS-like	1
PAW76169.barcode81	PKS-like	3
PAW76169.barcode81	RRE-containing	1
PAW76169.barcode81	RiPP-like	4
PAW76169.barcode81	T1PKS	2
PAW76169.barcode81	T2PKS	1
PAW76169.barcode81	T3PKS	3
PAW76169.barcode81	aminocoumarin	1
PAW76169.barcode81	arylpolyene	1
PAW76169.barcode81	azole-containing-RiPP	1
PAW76169.barcode81	butyrolactone	2
PAW76169.barcode81	crocagin	1
PAW76169.barcode81	ectoine	1
PAW76169.barcode81	furan	1
PAW76169.barcode81	hglE-KS	1
PAW76169.barcode81	hydrogen-cyanide	1
PAW76169.barcode81	lanthipeptide-class-ii	1
PAW76169.barcode81	lanthipeptide-class-iii	2
PAW76169.barcode81	melanin	2
PAW76169.barcode81	oligosaccharide	2
PAW76169.barcode81	other	2
PAW76169.barcode81	terpene	9
PAW76169.barcode81	terpene-precursor	4
PAW76169.barcode82	HR-T2PKS	1
PAW76169.barcode82	NAPAA	1
PAW76169.barcode82	NI-siderophore	1
PAW76169.barcode82	NRP-metallophore	2
PAW76169.barcode82	NRPS	8
PAW76169.barcode82	NRPS-like	3
PAW76169.barcode82	RiPP-like	6
PAW76169.barcode82	T1PKS	5
PAW76169.barcode82	T2PKS	3
PAW76169.barcode82	T3PKS	1
PAW76169.barcode82	atropopeptide	1
PAW76169.barcode82	azole-containing-RiPP	1
PAW76169.barcode82	butyrolactone	1
PAW76169.barcode82	ectoine	1
PAW76169.barcode82	hglE-KS	1
PAW76169.barcode82	hydrogen-cyanide	1
PAW76169.barcode82	lanthipeptide-class-i	1
PAW76169.barcode82	lanthipeptide-class-ii	1
PAW76169.barcode82	terpene	6
PAW76169.barcode82	terpene-precursor	2
PAW76169.barcode82	transAT-PKS	1
PAW76169.barcode83	NRP-metallophore	1
PAW76169.barcode83	NRPS	3
PAW76169.barcode83	T1PKS	2
PAW76169.barcode83	arylpolyene	2
PAW76169.barcode83	hydrogen-cyanide	1
PAW76169.barcode83	resorcinol	2
PAW76169.barcode83	terpene	1
PAW76169.barcode83	terpene-precursor	1
PAW76169.barcode84	NRPS	1
PAW76169.barcode84	RiPP-like	2
PAW76169.barcode84	T1PKS	1
PAW76169.barcode84	arylpolyene	2
PAW76169.barcode84	lanthipeptide-class-iii	1
PAW76169.barcode84	terpene-precursor	1
PAW76169.barcode86	NAPAA	2
PAW76169.barcode86	NRPS-like	1
PAW76169.barcode86	RRE-containing	1
PAW76169.barcode86	T3PKS	1
PAW76169.barcode86	betalactone	1
PAW76169.barcode86	terpene	1
PAW76169.barcode86	terpene-precursor	1
PAW76169.barcode88	NRPS	10
PAW76169.barcode88	PKS-like	1
PAW76169.barcode88	RRE-containing	1
PAW76169.barcode88	RiPP-like	1
PAW76169.barcode88	T3PKS	2
PAW76169.barcode88	azole-containing-RiPP	1
PAW76169.barcode88	betalactone	1
PAW76169.barcode88	other	1
PAW76169.barcode88	phosphonate	1
PAW76169.barcode88	terpene	2
PAW76169.barcode88	terpene-precursor	2
PAW76169.barcode88	transAT-PKS	1
PAW76169.barcode88	transAT-PKS-like	12
PAW76169.barcode89	NI-siderophore	1
PAW76169.barcode89	NRPS	2
PAW76169.barcode89	T3PKS	1
PAW76169.barcode89	azole-containing-RiPP	1
PAW76169.barcode89	betalactone	1
PAW76169.barcode89	cyclic-lactone-autoinducer	1
PAW76169.barcode89	glycocin	1
PAW76169.barcode89	lassopeptide	1
PAW76169.barcode89	terpene	2
PAW76169.barcode89	terpene-precursor	1
PAW76169.barcode90	NRP-metallophore	1
PAW76169.barcode90	NRPS	5
PAW76169.barcode90	PKS-like	1
PAW76169.barcode90	RRE-containing	1
PAW76169.barcode90	RiPP-like	1
PAW76169.barcode90	T3PKS	2
PAW76169.barcode90	azole-containing-RiPP	1
PAW76169.barcode90	betalactone	1
PAW76169.barcode90	other	1
PAW76169.barcode90	terpene	2
PAW76169.barcode90	terpene-precursor	2
PAW76169.barcode90	transAT-PKS	4
PAW76169.barcode91	NI-siderophore	1
PAW76169.barcode91	NRPS	2
PAW76169.barcode91	T3PKS	1
PAW76169.barcode91	azole-containing-RiPP	1
PAW76169.barcode91	betalactone	1
PAW76169.barcode91	cyclic-lactone-autoinducer	1
PAW76169.barcode91	lassopeptide	1
PAW76169.barcode91	terpene	2
PAW76169.barcode91	terpene-precursor	1
PAW76169.barcode92	NAPAA	1
PAW76169.barcode92	NI-siderophore	1
PAW76169.barcode92	NRPS-like	1
PAW76169.barcode92	T3PKS	1
PAW76169.barcode92	betalactone	1
PAW76169.barcode92	terpene-precursor	1
PAW76169.barcode93	NI-siderophore	2
PAW76169.barcode93	NRPS	6
PAW76169.barcode93	NRPS-like	2
PAW76169.barcode93	PKS-like	1
PAW76169.barcode93	RiPP-like	5
PAW76169.barcode93	T1PKS	3
PAW76169.barcode93	T2PKS	2
PAW76169.barcode93	T3PKS	1
PAW76169.barcode93	blactam	2
PAW76169.barcode93	butyrolactone	2
PAW76169.barcode93	ectoine	2
PAW76169.barcode93	lanthipeptide-class-ii	1
PAW76169.barcode93	lanthipeptide-class-iii	1
PAW76169.barcode93	melanin	1
PAW76169.barcode93	terpene	7
PAW76169.barcode93	terpene-precursor	3
PAW76169.barcode94	NAGGN	1
PAW76169.barcode94	NRP-metallophore	1
PAW76169.barcode94	NRPS	1
PAW76169.barcode94	NRPS-like	1
PAW76169.barcode94	RiPP-like	3
PAW76169.barcode94	arylpolyene	1
PAW76169.barcode94	betalactone	1
PAW76169.barcode94	hydrogen-cyanide	2
PAW76169.barcode94	redox-cofactor	1
PAW76169.barcode94	terpene-precursor	1
PAW76169.barcode95	NAGGN	1
PAW76169.barcode95	NRP-metallophore	1
PAW76169.barcode95	NRPS	3
PAW76169.barcode95	NRPS-like	1
PAW76169.barcode95	RiPP-like	2
PAW76169.barcode95	arylpolyene	1
PAW76169.barcode95	betalactone	2
PAW76169.barcode95	hydrogen-cyanide	1
PAW76169.barcode95	ranthipeptide	1
PAW76169.barcode95	redox-cofactor	2
PAW76169.barcode95	terpene-precursor	1
PAW76169.barcode96	NAGGN	1
PAW76169.barcode96	NI-siderophore	1
PAW76169.barcode96	NRP-metallophore	1
PAW76169.barcode96	NRPS	2
PAW76169.barcode96	NRPS-like	1
PAW76169.barcode96	RiPP-like	3
PAW76169.barcode96	arylpolyene	1
PAW76169.barcode96	betalactone	1
PAW76169.barcode96	hydrogen-cyanide	1
PAW76169.barcode96	ranthipeptide	1
PAW76169.barcode96	redox-cofactor	2
PAW76169.barcode96	terpene-precursor	1
PAY08219.barcode01	NI-siderophore	1
PAY08219.barcode01	NRP-metallophore	2
PAY08219.barcode01	NRPS	4
PAY08219.barcode01	RRE-containing	1
PAY08219.barcode01	T1PKS	1
PAY08219.barcode01	arylpolyene	1
PAY08219.barcode01	azole-containing-RiPP	2
PAY08219.barcode01	betalactone	1
PAY08219.barcode01	hserlactone	1
PAY08219.barcode01	prodigiosin	1
PAY08219.barcode01	terpene-precursor	1
PAY08219.barcode02	CDPS	1
PAY08219.barcode02	NI-siderophore	1
PAY08219.barcode02	NRP-metallophore	1
PAY08219.barcode02	NRPS	4
PAY08219.barcode02	RiPP-like	1
PAY08219.barcode02	T3PKS	1
PAY08219.barcode02	azole-containing-RiPP	1
PAY08219.barcode02	betalactone	1
PAY08219.barcode02	cyclic-lactone-autoinducer	1
PAY08219.barcode02	lanthipeptide-class-ii	1
PAY08219.barcode02	lassopeptide	1
PAY08219.barcode02	terpene	1
PAY08219.barcode02	terpene-precursor	2
PAY08219.barcode03	NI-siderophore	1
PAY08219.barcode03	NRP-metallophore	1
PAY08219.barcode03	NRPS	3
PAY08219.barcode03	RiPP-like	3
PAY08219.barcode03	T3PKS	1
PAY08219.barcode03	azole-containing-RiPP	1
PAY08219.barcode03	betalactone	1
PAY08219.barcode03	cyclic-lactone-autoinducer	1
PAY08219.barcode03	lassopeptide	2
PAY08219.barcode03	terpene	2
PAY08219.barcode03	terpene-precursor	2
PAY08219.barcode04	NI-siderophore	1
PAY08219.barcode04	NRP-metallophore	1
PAY08219.barcode04	NRPS	3
PAY08219.barcode04	NRPS-like	1
PAY08219.barcode04	RiPP-like	2
PAY08219.barcode04	azole-containing-RiPP	1
PAY08219.barcode04	betalactone	1
PAY08219.barcode04	lassopeptide	1
PAY08219.barcode04	terpene	1
PAY08219.barcode04	terpene-precursor	1
PAY08219.barcode05	NI-siderophore	1
PAY08219.barcode05	T3PKS	1
PAY08219.barcode05	cyclic-lactone-autoinducer	1
PAY08219.barcode05	terpene	1
PAY08219.barcode05	terpene-precursor	1
PAY08219.barcode06	NI-siderophore	1
PAY08219.barcode06	NRP-metallophore	1
PAY08219.barcode06	NRPS	3
PAY08219.barcode06	NRPS-like	1
PAY08219.barcode06	RiPP-like	2
PAY08219.barcode06	azole-containing-RiPP	1
PAY08219.barcode06	betalactone	1
PAY08219.barcode06	lanthipeptide-class-i	1
PAY08219.barcode06	lassopeptide	1
PAY08219.barcode06	terpene	1
PAY08219.barcode06	terpene-precursor	1
PAY08219.barcode07	NI-siderophore	1
PAY08219.barcode07	NRPS	6
PAY08219.barcode07	NRPS-like	3
PAY08219.barcode07	RiPP-like	1
PAY08219.barcode07	T1PKS	1
PAY08219.barcode07	T3PKS	2
PAY08219.barcode07	cyclic-lactone-autoinducer	1
PAY08219.barcode07	lanthipeptide-class-ii	1
PAY08219.barcode07	lassopeptide	1
PAY08219.barcode07	opine-like-metallophore	1
PAY08219.barcode07	proteusin	1
PAY08219.barcode07	terpene	1
PAY08219.barcode07	terpene-precursor	2
PAY08219.barcode07	transAT-PKS	4
PAY08219.barcode07	triceptide	1
PAY08219.barcode08	NI-siderophore	1
PAY08219.barcode08	T3PKS	1
PAY08219.barcode08	cyclic-lactone-autoinducer	1
PAY08219.barcode08	terpene	1
PAY08219.barcode08	terpene-precursor	1
PAY08219.barcode09	NI-siderophore	1
PAY08219.barcode09	NRP-metallophore	1
PAY08219.barcode09	NRPS	2
PAY08219.barcode09	NRPS-like	1
PAY08219.barcode09	RiPP-like	4
PAY08219.barcode09	azole-containing-RiPP	1
PAY08219.barcode09	betalactone	1
PAY08219.barcode09	lassopeptide	1
PAY08219.barcode09	terpene	1
PAY08219.barcode09	terpene-precursor	1
PAY08219.barcode10	NI-siderophore	1
PAY08219.barcode10	NRP-metallophore	1
PAY08219.barcode10	NRPS	3
PAY08219.barcode10	NRPS-like	1
PAY08219.barcode10	RiPP-like	3
PAY08219.barcode10	azole-containing-RiPP	1
PAY08219.barcode10	betalactone	1
PAY08219.barcode10	lassopeptide	1
PAY08219.barcode10	terpene	1
PAY08219.barcode10	terpene-precursor	1
PAY08219.barcode11	NI-siderophore	1
PAY08219.barcode11	NRP-metallophore	1
PAY08219.barcode11	NRPS	3
PAY08219.barcode11	NRPS-like	1
PAY08219.barcode11	RiPP-like	2
PAY08219.barcode11	azole-containing-RiPP	1
PAY08219.barcode11	betalactone	1
PAY08219.barcode11	lassopeptide	1
PAY08219.barcode11	terpene	1
PAY08219.barcode11	terpene-precursor	1
PAY08219.barcode12	NI-siderophore	1
PAY08219.barcode12	NRP-metallophore	2
PAY08219.barcode12	NRPS	4
PAY08219.barcode12	RRE-containing	1
PAY08219.barcode12	T1PKS	1
PAY08219.barcode12	arylpolyene	1
PAY08219.barcode12	azole-containing-RiPP	2
PAY08219.barcode12	betalactone	1
PAY08219.barcode12	hserlactone	1
PAY08219.barcode12	prodigiosin	1
PAY08219.barcode12	terpene-precursor	1
PAY08219.barcode13	NAGGN	1
PAY08219.barcode13	NI-siderophore	1
PAY08219.barcode13	RiPP-like	3
PAY08219.barcode13	T3PKS	1
PAY08219.barcode13	arylpolyene	2
PAY08219.barcode13	azole-containing-RiPP	1
PAY08219.barcode13	betalactone	2
PAY08219.barcode13	resorcinol	1
PAY08219.barcode13	terpene	2
PAY08219.barcode13	terpene-precursor	2
PAY08219.barcode14	CDPS	1
PAY08219.barcode14	NAGGN	1
PAY08219.barcode14	NRPS	2
PAY08219.barcode14	RiPP-like	2
PAY08219.barcode14	arylpolyene	2
PAY08219.barcode14	redox-cofactor	1
PAY08219.barcode14	resorcinol	1
PAY08219.barcode14	terpene-precursor	1
PAY08219.barcode15	NI-siderophore	1
PAY08219.barcode15	T3PKS	1
PAY08219.barcode15	azole-containing-RiPP	2
PAY08219.barcode15	terpene	2
PAY08219.barcode15	terpene-precursor	1
PAY08219.barcode16	NAGGN	1
PAY08219.barcode16	NRP-metallophore	1
PAY08219.barcode16	NRPS	2
PAY08219.barcode16	NRPS-like	2
PAY08219.barcode16	RiPP-like	3
PAY08219.barcode16	T1PKS	1
PAY08219.barcode16	arylpolyene	1
PAY08219.barcode16	betalactone	1
PAY08219.barcode16	hydrogen-cyanide	1
PAY08219.barcode16	redox-cofactor	1
PAY08219.barcode16	terpene-precursor	1
PAY08219.barcode17	NI-siderophore	1
PAY08219.barcode17	NRPS	2
PAY08219.barcode17	T3PKS	1
PAY08219.barcode17	azole-containing-RiPP	1
PAY08219.barcode17	betalactone	1
PAY08219.barcode17	cyclic-lactone-autoinducer	1
PAY08219.barcode17	lassopeptide	1
PAY08219.barcode17	terpene	2
PAY08219.barcode17	terpene-precursor	1
PAY08219.barcode18	NAPAA	1
PAY08219.barcode18	NI-siderophore	2
PAY08219.barcode18	NRPS	1
PAY08219.barcode18	NRPS-like	2
PAY08219.barcode18	RRE-containing	1
PAY08219.barcode18	RiPP-like	5
PAY08219.barcode18	T1PKS	3
PAY08219.barcode18	T2PKS	1
PAY08219.barcode18	T3PKS	2
PAY08219.barcode18	butyrolactone	2
PAY08219.barcode18	ectoine	1
PAY08219.barcode18	hydrogen-cyanide	1
PAY08219.barcode18	terpene	5
PAY08219.barcode18	terpene-precursor	1
PAY08219.barcode18	thioamide-NRP	1
PAY08219.barcode19	NI-siderophore	1
PAY08219.barcode19	NRPS	5
PAY08219.barcode19	NRPS-like	1
PAY08219.barcode19	RiPP-like	1
PAY08219.barcode19	T1PKS	1
PAY08219.barcode19	T3PKS	2
PAY08219.barcode19	lanthipeptide-class-iv	1
PAY08219.barcode19	lassopeptide	1
PAY08219.barcode19	opine-like-metallophore	1
PAY08219.barcode19	proteusin	1
PAY08219.barcode19	terpene	1
PAY08219.barcode19	terpene-precursor	2
PAY08219.barcode19	transAT-PKS	3
PAY08219.barcode20	NRPS	2
PAY08219.barcode20	NRPS-like	1
PAY08219.barcode20	RiPP-like	1
PAY08219.barcode20	T1PKS	1
PAY08219.barcode20	arylpolyene	2
PAY08219.barcode20	terpene	2
PAY08219.barcode20	terpene-precursor	2
PAY08219.barcode21	NAGGN	1
PAY08219.barcode21	NI-siderophore	1
PAY08219.barcode21	NRP-metallophore	1
PAY08219.barcode21	NRPS	1
PAY08219.barcode21	PUFA	1
PAY08219.barcode21	RRE-containing	1
PAY08219.barcode21	RiPP-like	6
PAY08219.barcode21	T1PKS	1
PAY08219.barcode21	arylpolyene	1
PAY08219.barcode21	betalactone	1
PAY08219.barcode21	ectoine	1
PAY08219.barcode21	hglE-KS	1
PAY08219.barcode21	hserlactone	2
PAY08219.barcode21	ranthipeptide	1
PAY08219.barcode21	redox-cofactor	1
PAY08219.barcode21	terpene-precursor	2
PAY08219.barcode22	NAGGN	1
PAY08219.barcode22	NI-siderophore	1
PAY08219.barcode22	NRP-metallophore	2
PAY08219.barcode22	NRPS	3
PAY08219.barcode22	NRPS-like	1
PAY08219.barcode22	RiPP-like	7
PAY08219.barcode22	arylpolyene	2
PAY08219.barcode22	azole-containing-RiPP	1
PAY08219.barcode22	betalactone	2
PAY08219.barcode22	lassopeptide	2
PAY08219.barcode22	resorcinol	1
PAY08219.barcode22	terpene	2
PAY08219.barcode22	terpene-precursor	2
PAY08219.barcode23	NAGGN	1
PAY08219.barcode23	NI-siderophore	3
PAY08219.barcode23	NRP-metallophore	2
PAY08219.barcode23	NRPS	8
PAY08219.barcode23	NRPS-like	4
PAY08219.barcode23	RRE-containing	1
PAY08219.barcode23	RiPP-like	4
PAY08219.barcode23	T1PKS	1
PAY08219.barcode23	arylpolyene	2
PAY08219.barcode23	azole-containing-RiPP	2
PAY08219.barcode23	betalactone	2
PAY08219.barcode23	butyrolactone	1
PAY08219.barcode23	ectoine	1
PAY08219.barcode23	hserlactone	1
PAY08219.barcode23	hydrogen-cyanide	1
PAY08219.barcode23	lanthipeptide-class-ii	1
PAY08219.barcode23	prodigiosin	1
PAY08219.barcode23	redox-cofactor	1
PAY08219.barcode23	resorcinol	1
PAY08219.barcode23	terpene-precursor	2
PAY08219.barcode24	NAPAA	1
PAY08219.barcode24	NI-siderophore	2
PAY08219.barcode24	NRPS-like	1
PAY08219.barcode24	RiPP-like	3
PAY08219.barcode24	T1PKS	1
PAY08219.barcode24	T2PKS	1
PAY08219.barcode24	T3PKS	2
PAY08219.barcode24	azole-containing-RiPP	1
PAY08219.barcode24	butyrolactone	1
PAY08219.barcode24	ectoine	1
PAY08219.barcode24	terpene	6
PAY08219.barcode24	terpene-precursor	1
PAY08219.barcode25	NI-siderophore	1
PAY08219.barcode25	NRP-metallophore	1
PAY08219.barcode25	NRPS	3
PAY08219.barcode25	NRPS-like	1
PAY08219.barcode25	RiPP-like	3
PAY08219.barcode25	azole-containing-RiPP	1
PAY08219.barcode25	betalactone	1
PAY08219.barcode25	lanthipeptide-class-i	2
PAY08219.barcode25	lassopeptide	1
PAY08219.barcode25	terpene	1
PAY08219.barcode25	terpene-precursor	1
PAY08219.barcode26	NAPAA	1
PAY08219.barcode26	NI-siderophore	1
PAY08219.barcode26	NRP-metallophore	1
PAY08219.barcode26	NRPS	1
PAY08219.barcode26	RiPP-like	2
PAY08219.barcode26	arylpolyene	2
PAY08219.barcode26	redox-cofactor	1
PAY08219.barcode26	terpene-precursor	1
PAY08219.barcode27	T3PKS	1
PAY08219.barcode27	cyclic-lactone-autoinducer	2
PAY08219.barcode27	terpene	2
PAY08219.barcode27	terpene-precursor	1
PAY08219.barcode28	NAGGN	1
PAY08219.barcode28	NRP-metallophore	1
PAY08219.barcode28	NRPS	1
PAY08219.barcode28	RRE-containing	1
PAY08219.barcode28	RiPP-like	4
PAY08219.barcode28	hydrogen-cyanide	1
PAY08219.barcode28	ranthipeptide	1
PAY08219.barcode28	redox-cofactor	1
PAY08219.barcode28	terpene-precursor	1
PAY08219.barcode29	NAPAA	1
PAY08219.barcode29	NI-siderophore	1
PAY08219.barcode29	NRPS-like	1
PAY08219.barcode29	T3PKS	1
PAY08219.barcode29	betalactone	1
PAY08219.barcode29	terpene-precursor	1
PAY08219.barcode31	NAGGN	1
PAY08219.barcode31	NAPAA	1
PAY08219.barcode31	NRP-metallophore	1
PAY08219.barcode31	NRPS	1
PAY08219.barcode31	NRPS-like	1
PAY08219.barcode31	hydrogen-cyanide	3
PAY08219.barcode31	redox-cofactor	1
PAY08219.barcode31	terpene	1
PAY08219.barcode31	terpene-precursor	1
PAY08219.barcode32	NI-siderophore	1
PAY08219.barcode32	NRPS	2
PAY08219.barcode32	RRE-containing	2
PAY08219.barcode32	T3PKS	1
PAY08219.barcode32	azole-containing-RiPP	1
PAY08219.barcode32	betalactone	1
PAY08219.barcode32	terpene	3
PAY08219.barcode32	terpene-precursor	1
PAY08219.barcode33	NAPAA	1
PAY08219.barcode33	NI-siderophore	1
PAY08219.barcode33	RRE-containing	1
PAY08219.barcode33	T3PKS	1
PAY08219.barcode33	betalactone	1
PAY08219.barcode33	terpene-precursor	1
PAY08219.barcode34	NAPAA	2
PAY08219.barcode34	NI-siderophore	1
PAY08219.barcode34	NRPS	1
PAY08219.barcode34	T3PKS	1
PAY08219.barcode34	betalactone	1
PAY08219.barcode34	terpene-precursor	1
PAY08219.barcode35	NI-siderophore	1
PAY08219.barcode35	NRP-metallophore	2
PAY08219.barcode35	NRPS	7
PAY08219.barcode35	NRPS-like	3
PAY08219.barcode35	RiPP-like	1
PAY08219.barcode35	arylpolyene	1
PAY08219.barcode35	azole-containing-RiPP	1
PAY08219.barcode35	betalactone	1
PAY08219.barcode35	terpene-precursor	1
PAY08219.barcode36	NAGGN	1
